"","id_site","module_presentation","activity_type","week_from","week_to"
"3029",773262,"DDD+2014B","resource",NA,NA
"3030",773436,"DDD+2014B","url",NA,NA
"3031",773098,"DDD+2014B","subpage",NA,NA
"3032",773294,"DDD+2014B","resource",NA,NA
"3033",773470,"DDD+2014B","url",NA,NA
"3034",773128,"DDD+2014B","subpage",NA,NA
"3035",772735,"DDD+2014B","forumng",NA,NA
"3036",773323,"DDD+2014B","resource",NA,NA
"3037",773161,"DDD+2014B","subpage",NA,NA
"3038",773021,"DDD+2014B","subpage",NA,NA
"3039",773356,"DDD+2014B","resource",NA,NA
"3040",773193,"DDD+2014B","subpage",NA,NA
"3041",773399,"DDD+2014B","resource",NA,NA
"3042",773062,"DDD+2014B","subpage",NA,NA
"3043",773259,"DDD+2014B","resource",NA,NA
"3044",773433,"DDD+2014B","url",NA,NA
"3045",773095,"DDD+2014B","subpage",NA,NA
"3046",773291,"DDD+2014B","resource",NA,NA
"3047",773125,"DDD+2014B","subpage",NA,NA
"3048",772729,"DDD+2014B","forumng",NA,NA
"3049",773320,"DDD+2014B","resource",NA,NA
"3050",773157,"DDD+2014B","subpage",NA,NA
"3051",773018,"DDD+2014B","subpage",NA,NA
"3052",773353,"DDD+2014B","resource",NA,NA
"3053",773190,"DDD+2014B","subpage",NA,NA
"3054",773396,"DDD+2014B","resource",NA,NA
"3055",773059,"DDD+2014B","subpage",NA,NA
"3056",773256,"DDD+2014B","resource",NA,NA
"3057",773430,"DDD+2014B","url",NA,NA
"3058",773091,"DDD+2014B","subpage",NA,NA
"3059",773288,"DDD+2014B","resource",NA,NA
"3060",773467,"DDD+2014B","url",NA,NA
"3061",773122,"DDD+2014B","subpage",NA,NA
"3062",772725,"DDD+2014B","glossary",NA,NA
"3063",773317,"DDD+2014B","resource",NA,NA
"3064",773154,"DDD+2014B","subpage",NA,NA
"3065",773015,"DDD+2014B","subpage",NA,NA
"3066",773350,"DDD+2014B","resource",NA,NA
"3067",773187,"DDD+2014B","subpage",NA,NA
"3068",773391,"DDD+2014B","resource",NA,NA
"3069",773056,"DDD+2014B","subpage",NA,NA
"3070",773251,"DDD+2014B","resource",NA,NA
"3071",773427,"DDD+2014B","url",NA,NA
"3072",773088,"DDD+2014B","subpage",NA,NA
"3073",773285,"DDD+2014B","resource",NA,NA
"3074",773463,"DDD+2014B","url",NA,NA
"3075",773119,"DDD+2014B","subpage",NA,NA
"3076",772703,"DDD+2014B","externalquiz",NA,NA
"3077",773314,"DDD+2014B","resource",NA,NA
"3078",773151,"DDD+2014B","subpage",NA,NA
"3079",773012,"DDD+2014B","subpage",NA,NA
"3080",773346,"DDD+2014B","resource",NA,NA
"3081",773184,"DDD+2014B","subpage",NA,NA
"3082",773388,"DDD+2014B","resource",NA,NA
"3083",773053,"DDD+2014B","subpage",NA,NA
"3084",773246,"DDD+2014B","resource",NA,NA
"3085",773423,"DDD+2014B","oucollaborate",NA,NA
"3086",773085,"DDD+2014B","subpage",NA,NA
"3087",773282,"DDD+2014B","resource",NA,NA
"3088",773460,"DDD+2014B","url",NA,NA
"3089",773116,"DDD+2014B","subpage",NA,NA
"3090",772700,"DDD+2014B","externalquiz",NA,NA
"3091",773311,"DDD+2014B","resource",NA,NA
"3092",773148,"DDD+2014B","subpage",NA,NA
"3093",773009,"DDD+2014B","subpage",NA,NA
"3094",773343,"DDD+2014B","resource",NA,NA
"3095",773181,"DDD+2014B","subpage",NA,NA
"3096",773385,"DDD+2014B","resource",NA,NA
"3097",773049,"DDD+2014B","subpage",NA,NA
"3098",773242,"DDD+2014B","resource",NA,NA
"3099",773420,"DDD+2014B","resource",NA,NA
"3100",773082,"DDD+2014B","subpage",NA,NA
"3101",773279,"DDD+2014B","resource",NA,NA
"3102",773457,"DDD+2014B","url",NA,NA
"3103",773308,"DDD+2014B","resource",NA,NA
"3104",773145,"DDD+2014B","subpage",NA,NA
"3105",773001,"DDD+2014B","oucontent",NA,NA
"3106",773340,"DDD+2014B","resource",NA,NA
"3107",773178,"DDD+2014B","subpage",NA,NA
"3108",773382,"DDD+2014B","resource",NA,NA
"3109",773046,"DDD+2014B","subpage",NA,NA
"3110",773239,"DDD+2014B","resource",NA,NA
"3111",773417,"DDD+2014B","resource",NA,NA
"3112",773079,"DDD+2014B","subpage",NA,NA
"3113",773276,"DDD+2014B","resource",NA,NA
"3114",773453,"DDD+2014B","url",NA,NA
"3115",773113,"DDD+2014B","subpage",NA,NA
"3116",773305,"DDD+2014B","resource",NA,NA
"3117",773142,"DDD+2014B","subpage",NA,NA
"3118",772997,"DDD+2014B","oucontent",NA,NA
"3119",773337,"DDD+2014B","resource",NA,NA
"3120",773175,"DDD+2014B","subpage",NA,NA
"3121",773371,"DDD+2014B","resource",NA,NA
"3122",773377,"DDD+2014B","resource",NA,NA
"3123",773043,"DDD+2014B","subpage",NA,NA
"3124",773236,"DDD+2014B","resource",NA,NA
"3125",773414,"DDD+2014B","resource",NA,NA
"3126",773076,"DDD+2014B","subpage",NA,NA
"3127",773273,"DDD+2014B","resource",NA,NA
"3128",773449,"DDD+2014B","url",NA,NA
"3129",773110,"DDD+2014B","subpage",NA,NA
"3130",773139,"DDD+2014B","subpage",NA,NA
"3131",772993,"DDD+2014B","oucontent",NA,NA
"3132",773334,"DDD+2014B","resource",NA,NA
"3133",773172,"DDD+2014B","subpage",NA,NA
"3134",773032,"DDD+2014B","subpage",NA,NA
"3135",773367,"DDD+2014B","resource",NA,NA
"3136",773374,"DDD+2014B","resource",NA,NA
"3137",773040,"DDD+2014B","subpage",NA,NA
"3138",773204,"DDD+2014B","subpage",NA,NA
"3139",773411,"DDD+2014B","resource",NA,NA
"3140",773073,"DDD+2014B","subpage",NA,NA
"3141",773270,"DDD+2014B","resource",NA,NA
"3142",773446,"DDD+2014B","url",NA,NA
"3143",773106,"DDD+2014B","subpage",NA,NA
"3144",773302,"DDD+2014B","resource",NA,NA
"3145",936659,"DDD+2014B","resource",NA,NA
"3146",773136,"DDD+2014B","subpage",NA,NA
"3147",772990,"DDD+2014B","oucontent",NA,NA
"3148",773331,"DDD+2014B","resource",NA,NA
"3149",773169,"DDD+2014B","subpage",NA,NA
"3150",773029,"DDD+2014B","subpage",NA,NA
"3151",773364,"DDD+2014B","resource",NA,NA
"3152",773037,"DDD+2014B","subpage",NA,NA
"3153",773201,"DDD+2014B","subpage",NA,NA
"3154",773408,"DDD+2014B","resource",NA,NA
"3155",773070,"DDD+2014B","subpage",NA,NA
"3156",773267,"DDD+2014B","resource",NA,NA
"3157",773443,"DDD+2014B","url",NA,NA
"3158",773103,"DDD+2014B","subpage",NA,NA
"3159",773299,"DDD+2014B","resource",NA,NA
"3160",924210,"DDD+2014B","forumng",NA,NA
"3161",773133,"DDD+2014B","subpage",NA,NA
"3162",772987,"DDD+2014B","oucontent",NA,NA
"3163",773328,"DDD+2014B","resource",NA,NA
"3164",773166,"DDD+2014B","subpage",NA,NA
"3165",773026,"DDD+2014B","subpage",NA,NA
"3166",773361,"DDD+2014B","resource",NA,NA
"3167",773034,"DDD+2014B","subpage",NA,NA
"3168",773198,"DDD+2014B","subpage",NA,NA
"3169",773405,"DDD+2014B","resource",NA,NA
"3170",773067,"DDD+2014B","subpage",NA,NA
"3171",773264,"DDD+2014B","resource",NA,NA
"3172",773438,"DDD+2014B","url",NA,NA
"3173",773100,"DDD+2014B","subpage",NA,NA
"3174",773296,"DDD+2014B","resource",NA,NA
"3175",773472,"DDD+2014B","url",NA,NA
"3176",773130,"DDD+2014B","subpage",NA,NA
"3177",772737,"DDD+2014B","forumng",NA,NA
"3178",773325,"DDD+2014B","resource",NA,NA
"3179",773163,"DDD+2014B","subpage",NA,NA
"3180",773023,"DDD+2014B","subpage",NA,NA
"3181",773358,"DDD+2014B","resource",NA,NA
"3182",773195,"DDD+2014B","subpage",NA,NA
"3183",773401,"DDD+2014B","resource",NA,NA
"3184",773064,"DDD+2014B","subpage",NA,NA
"3185",773261,"DDD+2014B","resource",NA,NA
"3186",773435,"DDD+2014B","url",NA,NA
"3187",773097,"DDD+2014B","subpage",NA,NA
"3188",773293,"DDD+2014B","resource",NA,NA
"3189",773469,"DDD+2014B","url",NA,NA
"3190",773127,"DDD+2014B","subpage",NA,NA
"3191",772734,"DDD+2014B","forumng",NA,NA
"3192",773322,"DDD+2014B","resource",NA,NA
"3193",773160,"DDD+2014B","subpage",NA,NA
"3194",773020,"DDD+2014B","subpage",NA,NA
"3195",773355,"DDD+2014B","resource",NA,NA
"3196",773192,"DDD+2014B","subpage",NA,NA
"3197",773398,"DDD+2014B","resource",NA,NA
"3198",773061,"DDD+2014B","subpage",NA,NA
"3199",773258,"DDD+2014B","resource",NA,NA
"3200",773432,"DDD+2014B","url",NA,NA
"3201",773093,"DDD+2014B","subpage",NA,NA
"3202",773290,"DDD+2014B","resource",NA,NA
"3203",773124,"DDD+2014B","subpage",NA,NA
"3204",772728,"DDD+2014B","forumng",NA,NA
"3205",773319,"DDD+2014B","resource",NA,NA
"3206",773156,"DDD+2014B","subpage",NA,NA
"3207",773017,"DDD+2014B","subpage",NA,NA
"3208",773352,"DDD+2014B","resource",NA,NA
"3209",773189,"DDD+2014B","subpage",NA,NA
"3210",773395,"DDD+2014B","resource",NA,NA
"3211",773058,"DDD+2014B","subpage",NA,NA
"3212",773255,"DDD+2014B","resource",NA,NA
"3213",773429,"DDD+2014B","url",NA,NA
"3214",773090,"DDD+2014B","subpage",NA,NA
"3215",773287,"DDD+2014B","resource",NA,NA
"3216",773465,"DDD+2014B","url",NA,NA
"3217",773121,"DDD+2014B","subpage",NA,NA
"3218",772705,"DDD+2014B","homepage",NA,NA
"3219",773316,"DDD+2014B","resource",NA,NA
"3220",773153,"DDD+2014B","subpage",NA,NA
"3221",773014,"DDD+2014B","subpage",NA,NA
"3222",773349,"DDD+2014B","resource",NA,NA
"3223",773186,"DDD+2014B","subpage",NA,NA
"3224",773390,"DDD+2014B","resource",NA,NA
"3225",773055,"DDD+2014B","subpage",NA,NA
"3226",773248,"DDD+2014B","resource",NA,NA
"3227",773426,"DDD+2014B","oucollaborate",NA,NA
"3228",773087,"DDD+2014B","subpage",NA,NA
"3229",773284,"DDD+2014B","resource",NA,NA
"3230",773462,"DDD+2014B","url",NA,NA
"3231",773118,"DDD+2014B","subpage",NA,NA
"3232",772702,"DDD+2014B","externalquiz",NA,NA
"3233",773313,"DDD+2014B","resource",NA,NA
"3234",773150,"DDD+2014B","subpage",NA,NA
"3235",773011,"DDD+2014B","subpage",NA,NA
"3236",773345,"DDD+2014B","resource",NA,NA
"3237",773183,"DDD+2014B","subpage",NA,NA
"3238",773387,"DDD+2014B","resource",NA,NA
"3239",773051,"DDD+2014B","subpage",NA,NA
"3240",773244,"DDD+2014B","resource",NA,NA
"3241",773422,"DDD+2014B","oucollaborate",NA,NA
"3242",773084,"DDD+2014B","subpage",NA,NA
"3243",773281,"DDD+2014B","resource",NA,NA
"3244",773459,"DDD+2014B","url",NA,NA
"3245",773115,"DDD+2014B","subpage",NA,NA
"3246",772699,"DDD+2014B","externalquiz",NA,NA
"3247",773310,"DDD+2014B","resource",NA,NA
"3248",773147,"DDD+2014B","subpage",NA,NA
"3249",773008,"DDD+2014B","ouwiki",NA,NA
"3250",773342,"DDD+2014B","resource",NA,NA
"3251",773180,"DDD+2014B","subpage",NA,NA
"3252",773384,"DDD+2014B","resource",NA,NA
"3253",773048,"DDD+2014B","subpage",NA,NA
"3254",773241,"DDD+2014B","resource",NA,NA
"3255",773419,"DDD+2014B","resource",NA,NA
"3256",773081,"DDD+2014B","subpage",NA,NA
"3257",773278,"DDD+2014B","resource",NA,NA
"3258",773456,"DDD+2014B","url",NA,NA
"3259",773307,"DDD+2014B","resource",NA,NA
"3260",773144,"DDD+2014B","subpage",NA,NA
"3261",772999,"DDD+2014B","oucontent",NA,NA
"3262",773339,"DDD+2014B","resource",NA,NA
"3263",773177,"DDD+2014B","subpage",NA,NA
"3264",773373,"DDD+2014B","resource",NA,NA
"3265",773379,"DDD+2014B","resource",NA,NA
"3266",773045,"DDD+2014B","subpage",NA,NA
"3267",773238,"DDD+2014B","resource",NA,NA
"3268",773416,"DDD+2014B","resource",NA,NA
"3269",773078,"DDD+2014B","subpage",NA,NA
"3270",773275,"DDD+2014B","resource",NA,NA
"3271",773452,"DDD+2014B","url",0,0
"3272",773112,"DDD+2014B","subpage",NA,NA
"3273",773304,"DDD+2014B","resource",NA,NA
"3274",773141,"DDD+2014B","subpage",NA,NA
"3275",772995,"DDD+2014B","oucontent",NA,NA
"3276",773336,"DDD+2014B","resource",NA,NA
"3277",773174,"DDD+2014B","subpage",NA,NA
"3278",773369,"DDD+2014B","resource",NA,NA
"3279",773376,"DDD+2014B","resource",NA,NA
"3280",773042,"DDD+2014B","subpage",NA,NA
"3281",773235,"DDD+2014B","resource",NA,NA
"3282",773413,"DDD+2014B","resource",NA,NA
"3283",773075,"DDD+2014B","subpage",NA,NA
"3284",773272,"DDD+2014B","resource",NA,NA
"3285",773448,"DDD+2014B","url",NA,NA
"3286",773108,"DDD+2014B","subpage",NA,NA
"3287",773138,"DDD+2014B","subpage",NA,NA
"3288",772992,"DDD+2014B","oucontent",NA,NA
"3289",773333,"DDD+2014B","resource",NA,NA
"3290",773171,"DDD+2014B","subpage",NA,NA
"3291",773031,"DDD+2014B","subpage",NA,NA
"3292",773366,"DDD+2014B","resource",NA,NA
"3293",773039,"DDD+2014B","subpage",NA,NA
"3294",773203,"DDD+2014B","subpage",NA,NA
"3295",773410,"DDD+2014B","resource",NA,NA
"3296",773072,"DDD+2014B","subpage",NA,NA
"3297",773269,"DDD+2014B","resource",NA,NA
"3298",773445,"DDD+2014B","url",NA,NA
"3299",773105,"DDD+2014B","subpage",NA,NA
"3300",773301,"DDD+2014B","resource",NA,NA
"3301",936658,"DDD+2014B","resource",NA,NA
"3302",773135,"DDD+2014B","subpage",NA,NA
"3303",772989,"DDD+2014B","oucontent",NA,NA
"3304",773330,"DDD+2014B","resource",NA,NA
"3305",773168,"DDD+2014B","subpage",NA,NA
"3306",773028,"DDD+2014B","subpage",NA,NA
"3307",773363,"DDD+2014B","resource",NA,NA
"3308",773036,"DDD+2014B","subpage",NA,NA
"3309",773200,"DDD+2014B","subpage",NA,NA
"3310",773407,"DDD+2014B","resource",NA,NA
"3311",773069,"DDD+2014B","subpage",NA,NA
"3312",773266,"DDD+2014B","resource",NA,NA
"3313",773442,"DDD+2014B","url",NA,NA
"3314",773102,"DDD+2014B","subpage",NA,NA
"3315",773298,"DDD+2014B","resource",NA,NA
"3316",924209,"DDD+2014B","forumng",NA,NA
"3317",773132,"DDD+2014B","subpage",NA,NA
"3318",772739,"DDD+2014B","forumng",NA,NA
"3319",773327,"DDD+2014B","resource",NA,NA
"3320",773165,"DDD+2014B","subpage",NA,NA
"3321",773025,"DDD+2014B","subpage",NA,NA
"3322",773360,"DDD+2014B","resource",NA,NA
"3323",773197,"DDD+2014B","subpage",NA,NA
"3324",773404,"DDD+2014B","resource",NA,NA
"3325",773066,"DDD+2014B","subpage",NA,NA
"3326",773263,"DDD+2014B","resource",NA,NA
"3327",773437,"DDD+2014B","url",NA,NA
"3328",773099,"DDD+2014B","subpage",NA,NA
"3329",773295,"DDD+2014B","resource",NA,NA
"3330",813953,"DDD+2014J","subpage",NA,NA
"3331",814128,"DDD+2014J","resource",NA,NA
"3332",1016371,"DDD+2014J","forumng",NA,NA
"3333",813986,"DDD+2014J","subpage",NA,NA
"3334",814162,"DDD+2014J","resource",NA,NA
"3335",814018,"DDD+2014J","subpage",NA,NA
"3336",814199,"DDD+2014J","resource",NA,NA
"3337",814058,"DDD+2014J","resource",NA,NA
"3338",814289,"DDD+2014J","url",NA,NA
"3339",814094,"DDD+2014J","resource",NA,NA
"3340",814321,"DDD+2014J","url",NA,NA
"3341",813950,"DDD+2014J","subpage",NA,NA
"3342",814125,"DDD+2014J","resource",NA,NA
"3343",1011355,"DDD+2014J","resource",NA,NA
"3344",813983,"DDD+2014J","subpage",NA,NA
"3345",814159,"DDD+2014J","resource",NA,NA
"3346",814015,"DDD+2014J","subpage",NA,NA
"3347",814195,"DDD+2014J","resource",NA,NA
"3348",814054,"DDD+2014J","resource",NA,NA
"3349",814286,"DDD+2014J","url",NA,NA
"3350",814091,"DDD+2014J","resource",NA,NA
"3351",814318,"DDD+2014J","url",NA,NA
"3352",814122,"DDD+2014J","resource",NA,NA
"3353",1006065,"DDD+2014J","resource",NA,NA
"3354",813980,"DDD+2014J","subpage",NA,NA
"3355",814155,"DDD+2014J","resource",NA,NA
"3356",814012,"DDD+2014J","subpage",NA,NA
"3357",814191,"DDD+2014J","resource",NA,NA
"3358",814051,"DDD+2014J","subpage",NA,NA
"3359",814283,"DDD+2014J","url",NA,NA
"3360",814088,"DDD+2014J","resource",NA,NA
"3361",814315,"DDD+2014J","url",NA,NA
"3362",813947,"DDD+2014J","subpage",NA,NA
"3363",814119,"DDD+2014J","resource",NA,NA
"3364",986521,"DDD+2014J","oucollaborate",NA,NA
"3365",813977,"DDD+2014J","subpage",NA,NA
"3366",814152,"DDD+2014J","resource",NA,NA
"3367",814009,"DDD+2014J","subpage",NA,NA
"3368",814187,"DDD+2014J","resource",NA,NA
"3369",814048,"DDD+2014J","subpage",NA,NA
"3370",814280,"DDD+2014J","oucollaborate",NA,NA
"3371",814084,"DDD+2014J","resource",NA,NA
"3372",814312,"DDD+2014J","url",NA,NA
"3373",813944,"DDD+2014J","subpage",NA,NA
"3374",814116,"DDD+2014J","resource",NA,NA
"3375",967275,"DDD+2014J","url",NA,NA
"3376",813974,"DDD+2014J","subpage",NA,NA
"3377",814149,"DDD+2014J","resource",NA,NA
"3378",814006,"DDD+2014J","subpage",NA,NA
"3379",814184,"DDD+2014J","resource",NA,NA
"3380",814045,"DDD+2014J","subpage",NA,NA
"3381",814222,"DDD+2014J","resource",NA,NA
"3382",814080,"DDD+2014J","resource",NA,NA
"3383",814309,"DDD+2014J","url",NA,NA
"3384",813940,"DDD+2014J","oucontent",NA,NA
"3385",814112,"DDD+2014J","resource",NA,NA
"3386",952513,"DDD+2014J","resource",NA,NA
"3387",813971,"DDD+2014J","subpage",NA,NA
"3388",814146,"DDD+2014J","resource",NA,NA
"3389",814003,"DDD+2014J","subpage",NA,NA
"3390",814181,"DDD+2014J","resource",NA,NA
"3391",814036,"DDD+2014J","subpage",NA,NA
"3392",814042,"DDD+2014J","subpage",NA,NA
"3393",814219,"DDD+2014J","resource",NA,NA
"3394",814077,"DDD+2014J","resource",NA,NA
"3395",814306,"DDD+2014J","url",NA,NA
"3396",813936,"DDD+2014J","oucontent",NA,NA
"3397",814109,"DDD+2014J","resource",NA,NA
"3398",952510,"DDD+2014J","resource",NA,NA
"3399",813967,"DDD+2014J","subpage",NA,NA
"3400",814143,"DDD+2014J","resource",NA,NA
"3401",814000,"DDD+2014J","subpage",NA,NA
"3402",814178,"DDD+2014J","resource",NA,NA
"3403",814033,"DDD+2014J","subpage",NA,NA
"3404",814039,"DDD+2014J","subpage",NA,NA
"3405",814216,"DDD+2014J","resource",NA,NA
"3406",814074,"DDD+2014J","resource",NA,NA
"3407",814303,"DDD+2014J","url",NA,NA
"3408",813932,"DDD+2014J","oucontent",NA,NA
"3409",952507,"DDD+2014J","subpage",NA,NA
"3410",813964,"DDD+2014J","subpage",NA,NA
"3411",814140,"DDD+2014J","resource",NA,NA
"3412",813997,"DDD+2014J","subpage",NA,NA
"3413",814175,"DDD+2014J","resource",NA,NA
"3414",814029,"DDD+2014J","subpage",NA,NA
"3415",814212,"DDD+2014J","resource",NA,NA
"3416",814071,"DDD+2014J","resource",NA,NA
"3417",814300,"DDD+2014J","url",NA,NA
"3418",813711,"DDD+2014J","glossary",NA,NA
"3419",814105,"DDD+2014J","resource",NA,NA
"3420",813961,"DDD+2014J","subpage",NA,NA
"3421",814137,"DDD+2014J","resource",NA,NA
"3422",1072100,"DDD+2014J","forumng",NA,NA
"3423",813994,"DDD+2014J","subpage",NA,NA
"3424",814172,"DDD+2014J","resource",NA,NA
"3425",814026,"DDD+2014J","subpage",NA,NA
"3426",814208,"DDD+2014J","resource",NA,NA
"3427",814067,"DDD+2014J","resource",NA,NA
"3428",814297,"DDD+2014J","url",NA,NA
"3429",813708,"DDD+2014J","forumng",NA,NA
"3430",814102,"DDD+2014J","resource",NA,NA
"3431",924983,"DDD+2014J","url",NA,NA
"3432",813958,"DDD+2014J","subpage",NA,NA
"3433",814134,"DDD+2014J","resource",NA,NA
"3434",1046812,"DDD+2014J","glossary",NA,NA
"3435",813991,"DDD+2014J","subpage",NA,NA
"3436",814169,"DDD+2014J","resource",NA,NA
"3437",814023,"DDD+2014J","subpage",NA,NA
"3438",814204,"DDD+2014J","resource",NA,NA
"3439",814064,"DDD+2014J","resource",NA,NA
"3440",814294,"DDD+2014J","url",NA,NA
"3441",813704,"DDD+2014J","externalquiz",NA,NA
"3442",814099,"DDD+2014J","resource",NA,NA
"3443",924980,"DDD+2014J","resource",NA,NA
"3444",813955,"DDD+2014J","subpage",NA,NA
"3445",814131,"DDD+2014J","resource",NA,NA
"3446",1016377,"DDD+2014J","resource",NA,NA
"3447",813988,"DDD+2014J","subpage",NA,NA
"3448",814166,"DDD+2014J","resource",NA,NA
"3449",814020,"DDD+2014J","subpage",NA,NA
"3450",814201,"DDD+2014J","resource",NA,NA
"3451",814060,"DDD+2014J","resource",NA,NA
"3452",814291,"DDD+2014J","url",NA,NA
"3453",813701,"DDD+2014J","homepage",NA,NA
"3454",814096,"DDD+2014J","resource",NA,NA
"3455",814323,"DDD+2014J","url",NA,NA
"3456",813952,"DDD+2014J","subpage",NA,NA
"3457",814127,"DDD+2014J","resource",NA,NA
"3458",1016370,"DDD+2014J","forumng",NA,NA
"3459",813985,"DDD+2014J","subpage",NA,NA
"3460",814161,"DDD+2014J","resource",NA,NA
"3461",814017,"DDD+2014J","subpage",NA,NA
"3462",814198,"DDD+2014J","resource",NA,NA
"3463",814056,"DDD+2014J","resource",NA,NA
"3464",814288,"DDD+2014J","url",NA,NA
"3465",814093,"DDD+2014J","resource",NA,NA
"3466",814320,"DDD+2014J","url",NA,NA
"3467",813949,"DDD+2014J","subpage",NA,NA
"3468",814124,"DDD+2014J","resource",NA,NA
"3469",1006068,"DDD+2014J","oucollaborate",NA,NA
"3470",813982,"DDD+2014J","subpage",NA,NA
"3471",814158,"DDD+2014J","resource",NA,NA
"3472",814014,"DDD+2014J","subpage",NA,NA
"3473",814193,"DDD+2014J","resource",NA,NA
"3474",814053,"DDD+2014J","resource",NA,NA
"3475",814285,"DDD+2014J","url",NA,NA
"3476",814090,"DDD+2014J","resource",NA,NA
"3477",814317,"DDD+2014J","url",NA,NA
"3478",814121,"DDD+2014J","resource",NA,NA
"3479",1006064,"DDD+2014J","externalquiz",NA,NA
"3480",813979,"DDD+2014J","subpage",NA,NA
"3481",814154,"DDD+2014J","resource",NA,NA
"3482",814011,"DDD+2014J","subpage",NA,NA
"3483",814189,"DDD+2014J","resource",NA,NA
"3484",814050,"DDD+2014J","subpage",NA,NA
"3485",814282,"DDD+2014J","url",NA,NA
"3486",814087,"DDD+2014J","resource",NA,NA
"3487",814314,"DDD+2014J","url",NA,NA
"3488",813946,"DDD+2014J","subpage",NA,NA
"3489",814118,"DDD+2014J","resource",NA,NA
"3490",985360,"DDD+2014J","resource",NA,NA
"3491",813976,"DDD+2014J","subpage",NA,NA
"3492",814151,"DDD+2014J","resource",NA,NA
"3493",814008,"DDD+2014J","subpage",NA,NA
"3494",814186,"DDD+2014J","resource",NA,NA
"3495",814047,"DDD+2014J","subpage",NA,NA
"3496",814279,"DDD+2014J","oucollaborate",NA,NA
"3497",814083,"DDD+2014J","resource",NA,NA
"3498",814311,"DDD+2014J","url",NA,NA
"3499",813943,"DDD+2014J","ouwiki",NA,NA
"3500",814115,"DDD+2014J","resource",NA,NA
"3501",967274,"DDD+2014J","url",NA,NA
"3502",813973,"DDD+2014J","subpage",NA,NA
"3503",814148,"DDD+2014J","resource",NA,NA
"3504",814005,"DDD+2014J","subpage",NA,NA
"3505",814183,"DDD+2014J","resource",NA,NA
"3506",814038,"DDD+2014J","subpage",NA,NA
"3507",814044,"DDD+2014J","subpage",NA,NA
"3508",814221,"DDD+2014J","resource",NA,NA
"3509",814079,"DDD+2014J","resource",NA,NA
"3510",814308,"DDD+2014J","url",NA,NA
"3511",813939,"DDD+2014J","oucontent",NA,NA
"3512",814111,"DDD+2014J","resource",NA,NA
"3513",952512,"DDD+2014J","resource",NA,NA
"3514",813969,"DDD+2014J","subpage",NA,NA
"3515",814145,"DDD+2014J","resource",NA,NA
"3516",814002,"DDD+2014J","subpage",NA,NA
"3517",814180,"DDD+2014J","resource",NA,NA
"3518",814035,"DDD+2014J","subpage",NA,NA
"3519",814041,"DDD+2014J","subpage",NA,NA
"3520",814218,"DDD+2014J","resource",NA,NA
"3521",814076,"DDD+2014J","resource",NA,NA
"3522",814305,"DDD+2014J","url",NA,NA
"3523",813935,"DDD+2014J","oucontent",NA,NA
"3524",952509,"DDD+2014J","resource",NA,NA
"3525",813966,"DDD+2014J","subpage",NA,NA
"3526",814142,"DDD+2014J","resource",NA,NA
"3527",813999,"DDD+2014J","subpage",NA,NA
"3528",814177,"DDD+2014J","resource",NA,NA
"3529",814032,"DDD+2014J","subpage",NA,NA
"3530",814215,"DDD+2014J","resource",NA,NA
"3531",814073,"DDD+2014J","resource",NA,NA
"3532",814302,"DDD+2014J","url",NA,NA
"3533",813931,"DDD+2014J","oucontent",NA,NA
"3534",814107,"DDD+2014J","resource",NA,NA
"3535",936982,"DDD+2014J","resource",NA,NA
"3536",813963,"DDD+2014J","subpage",NA,NA
"3537",814139,"DDD+2014J","resource",NA,NA
"3538",813996,"DDD+2014J","subpage",NA,NA
"3539",814174,"DDD+2014J","resource",NA,NA
"3540",814028,"DDD+2014J","subpage",NA,NA
"3541",814211,"DDD+2014J","resource",NA,NA
"3542",814070,"DDD+2014J","resource",NA,NA
"3543",814299,"DDD+2014J","url",NA,NA
"3544",813710,"DDD+2014J","forumng",NA,NA
"3545",814104,"DDD+2014J","resource",NA,NA
"3546",813960,"DDD+2014J","subpage",NA,NA
"3547",814136,"DDD+2014J","resource",NA,NA
"3548",1072099,"DDD+2014J","forumng",NA,NA
"3549",813993,"DDD+2014J","subpage",NA,NA
"3550",814171,"DDD+2014J","resource",NA,NA
"3551",814025,"DDD+2014J","subpage",NA,NA
"3552",814206,"DDD+2014J","resource",NA,NA
"3553",814066,"DDD+2014J","resource",NA,NA
"3554",814296,"DDD+2014J","url",NA,NA
"3555",813707,"DDD+2014J","forumng",NA,NA
"3556",814101,"DDD+2014J","resource",NA,NA
"3557",924982,"DDD+2014J","resource",NA,NA
"3558",813957,"DDD+2014J","subpage",NA,NA
"3559",814133,"DDD+2014J","resource",NA,NA
"3560",1016387,"DDD+2014J","subpage",NA,NA
"3561",813990,"DDD+2014J","subpage",NA,NA
"3562",814168,"DDD+2014J","resource",NA,NA
"3563",814022,"DDD+2014J","subpage",NA,NA
"3564",814203,"DDD+2014J","resource",NA,NA
"3565",814062,"DDD+2014J","resource",NA,NA
"3566",814293,"DDD+2014J","url",NA,NA
"3567",813703,"DDD+2014J","externalquiz",NA,NA
"3568",814098,"DDD+2014J","resource",NA,NA
"3569",924979,"DDD+2014J","oucontent",NA,NA
"3570",813954,"DDD+2014J","subpage",NA,NA
"3571",814129,"DDD+2014J","resource",NA,NA
"3572",1016372,"DDD+2014J","forumng",NA,NA
"3573",813987,"DDD+2014J","subpage",NA,NA
"3574",814163,"DDD+2014J","resource",NA,NA
"3575",814019,"DDD+2014J","subpage",NA,NA
"3576",814200,"DDD+2014J","resource",NA,NA
